promise_id,promise_text,category,evidence_googlenews,news_sources
A112,To fill up vacancies of staffand doctors in all Government Hospitals.,Health Services,"['Long-standing critical vacancies in government hospitals filled through online counselling system in transfers, says Minister Dinesh Gundu Rao - The Hindu. Long-standing critical vacancies in government hospitals filled through online counselling system in transfers, says Minister Dinesh Gundu Rao&nbsp;&nbsp;The Hindu', 'State govt. to fill vacancies in Health Department in phases - The Hindu. State govt. to fill vacancies in Health Department in phases&nbsp;&nbsp;The Hindu', 'Annamalai criticises DMK govt. over vacancies of doctors in T.N. hospitals - The Hindu. Annamalai criticises DMK govt. over vacancies of doctors in T.N. hospitals&nbsp;&nbsp;The Hindu', 'Ahead of Budget session, doctors urge T.N. government to double staff strength in hospitals - The Hindu. Ahead of Budget session, doctors urge T.N. government to double staff strength in hospitals&nbsp;&nbsp;The Hindu', 'Karnataka Health Department identifies ‘critical vacancies’ to fill on priority; makes rural postings compulsory for all - The Hindu. Karnataka Health Department identifies ‘critical vacancies’ to fill on priority; makes rural postings compulsory for all&nbsp;&nbsp;The Hindu', 'Andhra Pradesh govt fills 41 assistant professor posts at government general hospitals and super-specialt - The Times of India. Andhra Pradesh govt fills 41 assistant professor posts at government general hospitals and super-specialt&nbsp;&nbsp;The Times of India', 'Shot in arm for govt hospitals: 700 doctors to be appointed in March in Haryana - The Times of India. Shot in arm for govt hospitals: 700 doctors to be appointed in March in Haryana&nbsp;&nbsp;The Times of India', 'Over 3,000 doctors to be recruited in Karnataka govt hospitals to battle shortage: Health minister - The Indian Express. Over 3,000 doctors to be recruited in Karnataka govt hospitals to battle shortage: Health minister&nbsp;&nbsp;The Indian Express', 'HC directs top officials to enumerate vacant doctors’ posts in Maharashtra hospitals - The Hindu. HC directs top officials to enumerate vacant doctors’ posts in Maharashtra hospitals&nbsp;&nbsp;The Hindu', 'One in three govt doctor posts vacant in Telangana, tertiary care worst-hit - The Times of India. One in three govt doctor posts vacant in Telangana, tertiary care worst-hit&nbsp;&nbsp;The Times of India']","['The Hindu', 'The Hindu', 'The Hindu', 'The Hindu', 'The Hindu', 'The Times of India', 'The Times of India', 'The Indian Express', 'The Hindu', 'The Times of India']"
A111,"To bear the college fee of 10% of the government school students on merit who study 6-12th class in Karnataka and secure an MBBS/IIT/IIM/Engineering seat on passing competitive examinations, in any college in India.",EDUCATION,"['Karnataka Government Scholarship: Farmer Student Scholarship - karnataka.com. Karnataka Government Scholarship: Farmer Student Scholarship&nbsp;&nbsp;karnataka.com', 'Shaheen Group of Institutions Announces ‘Shaheen Special Scholarship’ scheme for Kannada and Urdu medium students across Karnataka - The Hindustan Gazette. Shaheen Group of Institutions Announces ‘Shaheen Special Scholarship’ scheme for Kannada and Urdu medium students across Karnataka&nbsp;&nbsp;The Hindustan Gazette', 'Overview of Karnataka Budget 2023-24 - NammaKPSC. Overview of Karnataka Budget 2023-24&nbsp;&nbsp;NammaKPSC', 'Telangana Assembly| Akbaruddin Owaisi demands immediate steps to release fee reimbursement dues to students - The Hindu. Telangana Assembly| Akbaruddin Owaisi demands immediate steps to release fee reimbursement dues to students&nbsp;&nbsp;The Hindu', 'Shaheen Group Announces Special Scholarship for 500 Students from Government and Aided Schools - The Hindustan Gazette. Shaheen Group Announces Special Scholarship for 500 Students from Government and Aided Schools&nbsp;&nbsp;The Hindustan Gazette', '“SHRESHTA” Scheme for Meritorious Students of Scheduled Castes Launched by MoSJE Minister Dr. Virendra Kumar - AffairsCloud.com. “SHRESHTA” Scheme for Meritorious Students of Scheduled Castes Launched by MoSJE Minister Dr. Virendra Kumar&nbsp;&nbsp;AffairsCloud.com', 'Is Minority Benefiting at the Cost of Majority? A Report on Central & State Govt schemes - indiafacts.org. Is Minority Benefiting at the Cost of Majority? A Report on Central & State Govt schemes&nbsp;&nbsp;indiafacts.org', 'List of School, College Students Scholarships In Maharashtra, Delhi - Careers360. List of School, College Students Scholarships In Maharashtra, Delhi&nbsp;&nbsp;Careers360', 'PM Uchchatar Shiksha Protsahan Scholarship: Know about the scheme, eligibility & more | Hindustan Times - Hindustan Times. PM Uchchatar Shiksha Protsahan Scholarship: Know about the scheme, eligibility & more | Hindustan Times&nbsp;&nbsp;Hindustan Times', 'Mukhyamantri Medhavi Vidhyarti Yojana: Eligibility, Benefits, and Registration - Physics Wallah. Mukhyamantri Medhavi Vidhyarti Yojana: Eligibility, Benefits, and Registration&nbsp;&nbsp;Physics Wallah']","['karnataka.com', 'The Hindustan Gazette', 'NammaKPSC', 'The Hindu', 'The Hindustan Gazette', 'AffairsCloud.com', 'indiafacts.org', 'Careers360', 'Hindustan Times', 'Physics Wallah']"
A114,To extend Rashtriya Swasthya Bhima Yojna and bring all the health schemes under one umbrella and extend it to gig workers.,Health Services,"['Ayushman Bharat – Universal Healthcare Scheme & Key Initiatives - IBEF. Ayushman Bharat – Universal Healthcare Scheme & Key Initiatives&nbsp;&nbsp;IBEF', 'Kerala’s Karunya Arogya Suraksha Padhathi - GK Today. Kerala’s Karunya Arogya Suraksha Padhathi&nbsp;&nbsp;GK Today', 'The Saviour - Forbes India. The Saviour&nbsp;&nbsp;Forbes India', 'Budget 2018: Jaitley’s ‘World’s Largest Health Programme’ Rejigs Flailing Old Ones - The Wire Science. Budget 2018: Jaitley’s ‘World’s Largest Health Programme’ Rejigs Flailing Old Ones&nbsp;&nbsp;The Wire Science', 'Health Insurance For Poor: Fact or Myth? - Indiaspend. Health Insurance For Poor: Fact or Myth?&nbsp;&nbsp;Indiaspend', 'Congress Karnataka manifesto highlights: Increase in quota ceiling, a whistleblower protection act & ban on groups spreading hate - The Indian Express. Congress Karnataka manifesto highlights: Increase in quota ceiling, a whistleblower protection act & ban on groups spreading hate&nbsp;&nbsp;The Indian Express', '4 new medical colleges to come up in Chhattisgarh - Medical Dialogues. 4 new medical colleges to come up in Chhattisgarh&nbsp;&nbsp;Medical Dialogues', 'Path to privatisation - Frontline Magazine. Path to privatisation&nbsp;&nbsp;Frontline Magazine']","['IBEF', 'GK Today', 'Forbes India', 'The Wire Science', 'Indiaspend', 'The Indian Express', 'Medical Dialogues', 'Frontline Magazine']"
A115,"To ensure that everyone gets the medicine at a reasonable price, 10 Kasturba Aushadha Kendras in each Taluk.",Health Services,[],[]
A116,"To establish one Jayadeva like Heart Hospital, Kidwai like Cancer Hospital and NIMHANS type Psychiatric Hospitals in each revenue Division.",Health Services,"['Trauma centre to start offering services in three months, says Medical Education Minister Sharan Prakash Patil - The Hindu. Trauma centre to start offering services in three months, says Medical Education Minister Sharan Prakash Patil&nbsp;&nbsp;The Hindu', '‘Only 3% of Congress manifesto promises fulfilled’: Report - The Indian Express. ‘Only 3% of Congress manifesto promises fulfilled’: Report&nbsp;&nbsp;The Indian Express', 'Only 3% of promises in Congress manifesto fulfilled in Karnataka, says report - The New Indian Express. Only 3% of promises in Congress manifesto fulfilled in Karnataka, says report&nbsp;&nbsp;The New Indian Express']","['The Hindu', 'The Indian Express', 'The New Indian Express']"
A117,Puneeth Rajkumar Heart Health Scheme To offer subsidy to Doctors/ Clinics/Nursing Home to buy DEFIBRILLATOR (AED).,Health Services,"['Karnataka to launch scheme for heart patients as tribute to Puneeth Rajkumar - India Today. Karnataka to launch scheme for heart patients as tribute to Puneeth Rajkumar&nbsp;&nbsp;India Today', 'Karnataka’s heart attack management programme is now ‘Puneeth Rajkumar Hrudaya Jyothi’ scheme - The Hindu. Karnataka’s heart attack management programme is now ‘Puneeth Rajkumar Hrudaya Jyothi’ scheme&nbsp;&nbsp;The Hindu', ""Puneeth Rajkumar Hrudaya Jyoti Yojana launched in K'taka to provide treatment to cardiac arrest patients - Deccan Herald. Puneeth Rajkumar Hrudaya Jyoti Yojana launched in K'taka to provide treatment to cardiac arrest patients&nbsp;&nbsp;Deccan Herald"", 'Karnataka launches Dr Puneeth Rajkumar Hrudaya Jyoti Yojana for cardiac issues | Bengaluru - Hindustan Times. Karnataka launches Dr Puneeth Rajkumar Hrudaya Jyoti Yojana for cardiac issues | Bengaluru&nbsp;&nbsp;Hindustan Times', ""Karnataka focus on heart health: Defibrillators in public places; hub-and-spoke model for 'golden hour' critical care - The South First. Karnataka focus on heart health: Defibrillators in public places; hub-and-spoke model for 'golden hour' critical care&nbsp;&nbsp;The South First"", 'Karnataka Assembly Elections 2023 | Congress releases manifesto, promises to repeal ‘anti-people laws’ passed by BJP - The Hindu. Karnataka Assembly Elections 2023 | Congress releases manifesto, promises to repeal ‘anti-people laws’ passed by BJP&nbsp;&nbsp;The Hindu']","['India Today', 'The Hindu', 'Deccan Herald', 'Hindustan Times', 'The South First', 'The Hindu']"
A118,"To ensure that all homeless families in Karnataka have a dwelling house under the existing schemes, within 5 years.",Housing,"['Efforts on to identify, rehabilitate Kogilu dwellers under housing scheme: Minister - Vartha Bharati. Efforts on to identify, rehabilitate Kogilu dwellers under housing scheme: Minister&nbsp;&nbsp;Vartha Bharati', 'Jharkhand cabinet approves free housing scheme for 800k poor families | Hindustan Times - Hindustan Times. Jharkhand cabinet approves free housing scheme for 800k poor families | Hindustan Times&nbsp;&nbsp;Hindustan Times', 'Funds allocated for houses under LIFE project for extremely poor families - The Hindu. Funds allocated for houses under LIFE project for extremely poor families&nbsp;&nbsp;The Hindu', '12 lakh homeless families in Kerala - Deccan Chronicle. 12 lakh homeless families in Kerala&nbsp;&nbsp;Deccan Chronicle', 'Over 150 families left homeless after demolition drive in Yelahanka - The Hindu. Over 150 families left homeless after demolition drive in Yelahanka&nbsp;&nbsp;The Hindu', 'Mamata launches housing scheme for rural poor in Bengal - The Hindu. Mamata launches housing scheme for rural poor in Bengal&nbsp;&nbsp;The Hindu', 'Housing and Shelter Scheme List, PMAY Apply Online 2025 - Physics Wallah. Housing and Shelter Scheme List, PMAY Apply Online 2025&nbsp;&nbsp;Physics Wallah', 'CM launches housing scheme for the poor - The Times of India. CM launches housing scheme for the poor&nbsp;&nbsp;The Times of India', 'Yelahanka eviction unavoidable, displaced families to be rehabilitated: Siddaramaiah - The Federal. Yelahanka eviction unavoidable, displaced families to be rehabilitated: Siddaramaiah&nbsp;&nbsp;The Federal', 'Why Jharkhand govt has approved a new Rs 16,000 crore housing scheme - The Indian Express. Why Jharkhand govt has approved a new Rs 16,000 crore housing scheme&nbsp;&nbsp;The Indian Express']","['Vartha Bharati', 'Hindustan Times', 'The Hindu', 'Deccan Chronicle', 'The Hindu', 'The Hindu', 'Physics Wallah', 'The Times of India', 'The Federal', 'The Indian Express']"
A119,To waive offall Housing Loans under various Government Housing Schemes as a onetime measure.,Housing,"['Govt waives interest on interest for loans up to ₹2 crore - The Hindu. Govt waives interest on interest for loans up to ₹2 crore&nbsp;&nbsp;The Hindu', 'Farm loan waiver scheme of coalition govt. reaches 90% of eligible farmers - The Hindu. Farm loan waiver scheme of coalition govt. reaches 90% of eligible farmers&nbsp;&nbsp;The Hindu', 'Farm loan waiver: Karnataka government still scrounging for funds - The Times of India. Farm loan waiver: Karnataka government still scrounging for funds&nbsp;&nbsp;The Times of India', 'Karnataka announces farm loan waiver in one-go - The Hindu. Karnataka announces farm loan waiver in one-go&nbsp;&nbsp;The Hindu', 'Loan waiver dates back to decades - The Times of India. Loan waiver dates back to decades&nbsp;&nbsp;The Times of India', '‘One time settlement scheme registration from Dec 8’ - The Hindu. ‘One time settlement scheme registration from Dec 8’&nbsp;&nbsp;The Hindu', 'Karnataka announces waiver of commercial farm loans in one go - The Hindu. Karnataka announces waiver of commercial farm loans in one go&nbsp;&nbsp;The Hindu', 'State govt. to cancel some old schemes to fund relief works - The Hindu. State govt. to cancel some old schemes to fund relief works&nbsp;&nbsp;The Hindu', '31,000 Karnataka farmers yet to get loan waiver of Rs 167.5 crore - The Times of India. 31,000 Karnataka farmers yet to get loan waiver of Rs 167.5 crore&nbsp;&nbsp;The Times of India', 'Karnataka budget: Loan waiver of Rs 25,000 for farmers with borrowings below Rs 2 lakh - The Times of India. Karnataka budget: Loan waiver of Rs 25,000 for farmers with borrowings below Rs 2 lakh&nbsp;&nbsp;The Times of India']","['The Hindu', 'The Hindu', 'The Times of India', 'The Hindu', 'The Times of India', 'The Hindu', 'The Hindu', 'The Hindu', 'The Times of India', 'The Times of India']"
A120,To increase State Government subsidy of Rs. 3.5 lakhs to housing projects of the poor,Housing,"['State to give additional ₹3.5 lakh per house for poor under PM Awas Yojana - The Hindu. State to give additional ₹3.5 lakh per house for poor under PM Awas Yojana&nbsp;&nbsp;The Hindu', 'Government to build 5 lakh houses for poor in the State, says Housing Minister Somanna - The Hindu. Government to build 5 lakh houses for poor in the State, says Housing Minister Somanna&nbsp;&nbsp;The Hindu', 'Housing loan up to Rs. 5 lakh for poor minorities - The Hindu. Housing loan up to Rs. 5 lakh for poor minorities&nbsp;&nbsp;The Hindu', 'Telangana housing scheme: Orders issued to form Indiramma Committees for implementation of ₹5 lakh assistance to poor - The Hindu. Telangana housing scheme: Orders issued to form Indiramma Committees for implementation of ₹5 lakh assistance to poor&nbsp;&nbsp;The Hindu', 'Maharashtra to give additional ₹50K subsidy for rural homes under PMAY - The Hindu. Maharashtra to give additional ₹50K subsidy for rural homes under PMAY&nbsp;&nbsp;The Hindu', 'PMAY-U 2.0: Govt allocates Rs 4,000 crore for credit-linked subsidy scheme in budget - The Times of India. PMAY-U 2.0: Govt allocates Rs 4,000 crore for credit-linked subsidy scheme in budget&nbsp;&nbsp;The Times of India', 'Only 2 lakh of 19 lakh urban homes target met in decade: State Economic Survey - The Times of India. Only 2 lakh of 19 lakh urban homes target met in decade: State Economic Survey&nbsp;&nbsp;The Times of India', 'Centre approves construction of 2.35 lakh houses under PMAY - The Hindu. Centre approves construction of 2.35 lakh houses under PMAY&nbsp;&nbsp;The Hindu', 'Andhra Pradesh presents ₹3.32 lakh crore budget for 2026–27, prioritises education, welfare and fiscal reforms - The Hindu. Andhra Pradesh presents ₹3.32 lakh crore budget for 2026–27, prioritises education, welfare and fiscal reforms&nbsp;&nbsp;The Hindu', 'Andhra Pradesh Government presents Budget with an outlay ₹2.94 lakh crore - The Hindu. Andhra Pradesh Government presents Budget with an outlay ₹2.94 lakh crore&nbsp;&nbsp;The Hindu']","['The Hindu', 'The Hindu', 'The Hindu', 'The Hindu', 'The Hindu', 'The Times of India', 'The Times of India', 'The Hindu', 'The Hindu', 'The Hindu']"
A113,"To establish along all the national highways, a fully equipped trauma centre in every 100 KMs.",Health Services,"['6 months after grand launch, ‘state-of-the-art’ Chandigarh govt trauma centre ceiling collapses due to ra - The Times of India. 6 months after grand launch, ‘state-of-the-art’ Chandigarh govt trauma centre ceiling collapses due to ra&nbsp;&nbsp;The Times of India', 'Is there provision for emergency care on highways, SC asks Centre - The Hindu. Is there provision for emergency care on highways, SC asks Centre&nbsp;&nbsp;The Hindu', 'Concrete promises, crumbling highway: Traffic woes at National Highway-48 and Ghodbunder | Mumbai news - Hindustan Times. Concrete promises, crumbling highway: Traffic woes at National Highway-48 and Ghodbunder | Mumbai news&nbsp;&nbsp;Hindustan Times', 'Karnataka asks National Highways Authority of India to build flyover to decongest Hebbal junction in Beng - The Times of India. Karnataka asks National Highways Authority of India to build flyover to decongest Hebbal junction in Beng&nbsp;&nbsp;The Times of India', 'Panaji-Hyderabad national highway project work gathers pace - The Times of India. Panaji-Hyderabad national highway project work gathers pace&nbsp;&nbsp;The Times of India', '₹10-crore Trauma Care Upgrade Cleared for Mysuru and Chamarajanagar Hospitals - IndiaMedToday. ₹10-crore Trauma Care Upgrade Cleared for Mysuru and Chamarajanagar Hospitals&nbsp;&nbsp;IndiaMedToday', 'Centre to focus on 100 high-risk districts to cut road accident deaths - The Hindu. Centre to focus on 100 high-risk districts to cut road accident deaths&nbsp;&nbsp;The Hindu', 'Road Accidents - GK Today. Road Accidents&nbsp;&nbsp;GK Today', 'Transforming India’s Road Safety Landscape - Drishti IAS. Transforming India’s Road Safety Landscape&nbsp;&nbsp;Drishti IAS', 'Tamil Nadu’s emergency care centres treat 2.29 lakh patients in 12 years - The Hindu. Tamil Nadu’s emergency care centres treat 2.29 lakh patients in 12 years&nbsp;&nbsp;The Hindu']","['The Times of India', 'The Hindu', 'Hindustan Times', 'The Times of India', 'The Times of India', 'IndiaMedToday', 'The Hindu', 'GK Today', 'Drishti IAS', 'The Hindu']"
A122,To release the Socio-Economic caste censes conducted by the congress government and accord social justice accordingly,SC/ST/OBC/ Minority Communities,"['Siddaramaiah welcomes Centre’s decision on caste census, but says there should be socio-economic survey too - The Hindu. Siddaramaiah welcomes Centre’s decision on caste census, but says there should be socio-economic survey too&nbsp;&nbsp;The Hindu', 'Karnataka Cabinet’s acceptance of caste census report: Chunk of credit goes to Congress high command - The Hindu. Karnataka Cabinet’s acceptance of caste census report: Chunk of credit goes to Congress high command&nbsp;&nbsp;The Hindu', 'AHINDA groups urge Rahul Gandhi to rein in Congress MLAs opposing caste census report in Karnataka - The Hindu. AHINDA groups urge Rahul Gandhi to rein in Congress MLAs opposing caste census report in Karnataka&nbsp;&nbsp;The Hindu', 'Government approves caste census: What is it and why it matters - Explained - The Times of India. Government approves caste census: What is it and why it matters - Explained&nbsp;&nbsp;The Times of India', 'BJP and RSS have no faith in social justice, Karnataka CM Siddaramaiah - The Hindu. BJP and RSS have no faith in social justice, Karnataka CM Siddaramaiah&nbsp;&nbsp;The Hindu', 'Lingayats and Vokkaligas want implementation of ‘caste census’ put on hold till enumeration by Union govt. - The Hindu. Lingayats and Vokkaligas want implementation of ‘caste census’ put on hold till enumeration by Union govt.&nbsp;&nbsp;The Hindu', 'Caste census report will be tabled in the Legislature after Cabinet discussion, says Siddaramaiah - The Hindu. Caste census report will be tabled in the Legislature after Cabinet discussion, says Siddaramaiah&nbsp;&nbsp;The Hindu', 'Internal quota: Karnataka government issues guidelines for fresh caste certificates - The Hindu. Internal quota: Karnataka government issues guidelines for fresh caste certificates&nbsp;&nbsp;The Hindu', 'Internal reservation: Survey to map SCs and their socio-economic and education levels in Karnataka to begin today - The Hindu. Internal reservation: Survey to map SCs and their socio-economic and education levels in Karnataka to begin today&nbsp;&nbsp;The Hindu', '‘Caste census report scrapped due to opposition from some sections in Karnataka’ - The Hindu. ‘Caste census report scrapped due to opposition from some sections in Karnataka’&nbsp;&nbsp;The Hindu']","['The Hindu', 'The Hindu', 'The Hindu', 'The Times of India', 'The Hindu', 'The Hindu', 'The Hindu', 'The Hindu', 'The Hindu', 'The Hindu']"
A121,"To increase the celing and reservation from 50% to 75% to accommodate the hopes and aspirations of SC/ST/OBC/Minority/ and other communities like Lingayat and Vokkliggas. The Congress party committed to increase reservation for SC’s from 15% to 17%, for ST’s 3% to 7%, and restore minority reservation 4% and increase reservations Lingayat’s, Vokkaliggas’s and other communities and to pursue for inclusion in the 9th Schedule of the Constitution.",SC/ST/OBC/ Minority Communities,"['Karnataka sets up ministerial panel on providing internal reservation for SCs - The Hindu. Karnataka sets up ministerial panel on providing internal reservation for SCs&nbsp;&nbsp;The Hindu', 'BJP loses 39 of 51 SC/ST seats despite quota hike in Karnataka - The Times of India. BJP loses 39 of 51 SC/ST seats despite quota hike in Karnataka&nbsp;&nbsp;The Times of India', ""Karnataka: Congress Makes A Bid To Woo Kannada Actor Sudeep To Gain Traction Among Valmiki Community After BJP's ST Quota Gambit - Swarajyamag. Karnataka: Congress Makes A Bid To Woo Kannada Actor Sudeep To Gain Traction Among Valmiki Community After BJP's ST Quota Gambit&nbsp;&nbsp;Swarajyamag"", 'Karnataka: Congress promises to restore 4% reservation for Muslims if it wins Assembly polls - Scroll.in. Karnataka: Congress promises to restore 4% reservation for Muslims if it wins Assembly polls&nbsp;&nbsp;Scroll.in', ""Karnataka's 4% Muslim reservation — from history to election rhetoric - CNBC TV18. Karnataka's 4% Muslim reservation — from history to election rhetoric&nbsp;&nbsp;CNBC TV18"", 'Internal reservation issue may haunt Karnataka Congress ahead of Lok Sabha polls - The Times of India. Internal reservation issue may haunt Karnataka Congress ahead of Lok Sabha polls&nbsp;&nbsp;The Times of India', 'Karnataka Assembly Elections 2023 | Congress releases manifesto, promises to repeal ‘anti-people laws’ passed by BJP - The Hindu. Karnataka Assembly Elections 2023 | Congress releases manifesto, promises to repeal ‘anti-people laws’ passed by BJP&nbsp;&nbsp;The Hindu', ""Delegation seeks Karnataka CM's intervention in issues over internal reservation for recruitment - The New Indian Express. Delegation seeks Karnataka CM's intervention in issues over internal reservation for recruitment&nbsp;&nbsp;The New Indian Express"", 'Examining the BJP and Congress manifestos in Karnataka: A comparative look - The Indian Express. Examining the BJP and Congress manifestos in Karnataka: A comparative look&nbsp;&nbsp;The Indian Express', 'Internal quota gets guv nod, govt to fill 56K vacancies - The Times of India. Internal quota gets guv nod, govt to fill 56K vacancies&nbsp;&nbsp;The Times of India']","['The Hindu', 'The Times of India', 'Swarajyamag', 'Scroll.in', 'CNBC TV18', 'The Times of India', 'The Hindu', 'The New Indian Express', 'The Indian Express', 'The Times of India']"
A124,To provide house to all SC/ST families in the next five years. Government to build houses for SC/STs,SC/ST/OBC/ Minority Communities,"['State govt. to utilise SC/ST funds to implement guarantee schemes for community members - The Hindu. State govt. to utilise SC/ST funds to implement guarantee schemes for community members&nbsp;&nbsp;The Hindu', 'Karnataka budget 2025: CM Siddaramaiah allocates Rs 42,018 crore for SC/ST welfare - The News Minute. Karnataka budget 2025: CM Siddaramaiah allocates Rs 42,018 crore for SC/ST welfare&nbsp;&nbsp;The News Minute', 'NCSC notice to Karnataka over ‘diversion’ of SC/ST sub-plan funds for guarantees - The Hindu. NCSC notice to Karnataka over ‘diversion’ of SC/ST sub-plan funds for guarantees&nbsp;&nbsp;The Hindu', 'Transfer of SCSP-TSP funds to guarantee schemes is as per law for ‘exclusive’ use of SC/ST population: Priyank Kharge - The Hindu. Transfer of SCSP-TSP funds to guarantee schemes is as per law for ‘exclusive’ use of SC/ST population: Priyank Kharge&nbsp;&nbsp;The Hindu', 'Implement population-based SC/ST quota, CM urges Centre - The Times of India. Implement population-based SC/ST quota, CM urges Centre&nbsp;&nbsp;The Times of India', 'Housing For All: 5 Lakh Families To Get Keys By Next Ugadi - Deccan Chronicle. Housing For All: 5 Lakh Families To Get Keys By Next Ugadi&nbsp;&nbsp;Deccan Chronicle', 'Naidu sets target of 17 lakh houses in 3 years - The Times of India. Naidu sets target of 17 lakh houses in 3 years&nbsp;&nbsp;The Times of India', '42,000 houses built under PM Awas Yojana to be handed over to beneficiaries in Karnataka - The Hindu. 42,000 houses built under PM Awas Yojana to be handed over to beneficiaries in Karnataka&nbsp;&nbsp;The Hindu', '2,419 houses under PMAY are under construction in Raichur, says Minister - The Hindu. 2,419 houses under PMAY are under construction in Raichur, says Minister&nbsp;&nbsp;The Hindu', 'Karnataka govt approves occupancy certificate exemption for buildings on small plots in municipalities - The Indian Express. Karnataka govt approves occupancy certificate exemption for buildings on small plots in municipalities&nbsp;&nbsp;The Indian Express']","['The Hindu', 'The News Minute', 'The Hindu', 'The Hindu', 'The Times of India', 'Deccan Chronicle', 'The Times of India', 'The Hindu', 'The Hindu', 'The Indian Express']"
A123,To present the report of Justice Sadashiva Commission in the first session of the Legislative Assembly and Legislative Council and the Congress Party will strive to get justice to all the sub-groups and urge the Union Government to accept it.,SC/ST/OBC/ Minority Communities,"['The Mirage of the Sadashiva Commission Report Exposes BJPs Politics in Karnataka - TheWire.in. The Mirage of the Sadashiva Commission Report Exposes BJPs Politics in Karnataka&nbsp;&nbsp;TheWire.in', 'Sadashiva Commission recommends internal reservation among SCs - The Hindu. Sadashiva Commission recommends internal reservation among SCs&nbsp;&nbsp;The Hindu', 'Congress makes 10 declarations for SC/ST welfare - The Hindu. Congress makes 10 declarations for SC/ST welfare&nbsp;&nbsp;The Hindu', 'Karnataka Assembly Elections 2023 | Congress releases manifesto, promises to repeal ‘anti-people laws’ passed by BJP - The Hindu. Karnataka Assembly Elections 2023 | Congress releases manifesto, promises to repeal ‘anti-people laws’ passed by BJP&nbsp;&nbsp;The Hindu', 'Dalit left groups in Karnataka to start protest from August 11 seeking immediate implementation of Nagamohan Das panel report on internal quota - The Hindu. Dalit left groups in Karnataka to start protest from August 11 seeking immediate implementation of Nagamohan Das panel report on internal quota&nbsp;&nbsp;The Hindu', 'Prominent Dalit leaders join Congress in Karnataka ahead of 2023 Assembly polls - The News Minute. Prominent Dalit leaders join Congress in Karnataka ahead of 2023 Assembly polls&nbsp;&nbsp;The News Minute', 'Report on Karnataka SC population presented to CM Siddaramiah, internal quota decision likely at cabinet meeting - The Indian Express. Report on Karnataka SC population presented to CM Siddaramiah, internal quota decision likely at cabinet meeting&nbsp;&nbsp;The Indian Express', 'Karnataka Politics: Bommai Slams Congress on SC Quota, BJP Plans Stir - Deccan Herald. Karnataka Politics: Bommai Slams Congress on SC Quota, BJP Plans Stir&nbsp;&nbsp;Deccan Herald', 'Nagmohan Das submits recommendations on internal reservation for SCs in Karnataka - The Hindu. Nagmohan Das submits recommendations on internal reservation for SCs in Karnataka&nbsp;&nbsp;The Hindu', 'Officials told to ensure effective implementation of SCP, TSP - The Hindu. Officials told to ensure effective implementation of SCP, TSP&nbsp;&nbsp;The Hindu']","['TheWire.in', 'The Hindu', 'The Hindu', 'The Hindu', 'The Hindu', 'The News Minute', 'The Indian Express', 'Deccan Herald', 'The Hindu', 'The Hindu']"
A125,"To provide every year, subsidy and loan with 3% interest to 25,000 youth of SC/ST communities under Airavata Scheme, for purchase of Taxi, Goods, Vehicle, three wheelers, four wheelers and other vehicles for selfemployment.",SC/ST/OBC/ Minority Communities,"['First 70 cars under self-employment scheme Airavata for SC/ST youth flagged off - Bangalore Mirror. First 70 cars under self-employment scheme Airavata for SC/ST youth flagged off&nbsp;&nbsp;Bangalore Mirror', 'Scheme launched for SC/ST youth - The Hindu. Scheme launched for SC/ST youth&nbsp;&nbsp;The Hindu', 'Entrepreneurship scheme Samruddhi launched - The Hindu. Entrepreneurship scheme Samruddhi launched&nbsp;&nbsp;The Hindu']","['Bangalore Mirror', 'The Hindu', 'The Hindu']"
